"","StuID","Tier","SchlID","TeachID","Tx","Cohort","Keep","Time","t","NWFcls","NWFwrc","ORFwc","SAwrS","SAsrS","SAtoS","RMwidRS","RMwdaRS","na"
"863",591,2,15,45,"tx",1,1,1.5,0.5,67,20,36,NA,NA,NA,NA,NA,"no_miss"
"864",593,2,15,45,"tx",1,1,1.5,0.5,46,2,8,NA,NA,NA,NA,NA,"no_miss"
"865",603,2,15,45,"tx",1,1,1.5,0.5,67,2,61,NA,NA,NA,NA,NA,"no_miss"
"866",606,2,15,45,"tx",1,1,1.5,0.5,55,16,23,NA,NA,NA,NA,NA,"no_miss"
"867",607,2,15,45,"tx",1,1,1.5,0.5,46,0,12,NA,NA,NA,NA,NA,"no_miss"
"868",608,2,15,46,"tx",1,1,1.5,0.5,74,0,16,NA,NA,NA,NA,NA,"no_miss"
"869",614,2,15,46,"tx",1,1,1.5,0.5,50,5,59,NA,NA,NA,NA,NA,"no_miss"
"870",620,2,15,46,"tx",1,1,1.5,0.5,68,24,32,NA,NA,NA,NA,NA,"no_miss"
"871",622,2,15,46,"tx",1,1,1.5,0.5,56,20,26,NA,NA,NA,NA,NA,"no_miss"
"872",626,2,15,46,"tx",1,1,1.5,0.5,39,9,52,NA,NA,NA,NA,NA,"no_miss"
"873",627,2,15,46,"tx",1,1,1.5,0.5,37,13,17,NA,NA,NA,NA,NA,"no_miss"
"874",640,2,15,47,"tx",1,1,1.5,0.5,39,13,5,NA,NA,NA,NA,NA,"no_miss"
"875",654,2,15,47,"tx",1,1,1.5,0.5,59,0,16,NA,NA,NA,NA,NA,"no_miss"
"876",668,2,15,47,"tx",1,1,1.5,0.5,62,3,11,NA,NA,NA,NA,NA,"no_miss"
"877",1120,2,15,47,"tx",1,1,1.5,0.5,46,7,16,NA,NA,NA,NA,NA,"no_miss"
"878",598,2,15,48,"tx",1,1,1.5,0.5,47,15,31,NA,NA,NA,NA,NA,"no_miss"
"879",610,2,15,48,"tx",1,1,1.5,0.5,31,9,4,NA,NA,NA,NA,NA,"no_miss"
"880",641,2,15,48,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"881",791,2,17,7,"tx",1,1,1.5,0.5,48,16,14,NA,NA,NA,NA,NA,"no_miss"
"882",818,2,17,7,"tx",1,1,1.5,0.5,46,15,16,NA,NA,NA,NA,NA,"no_miss"
"883",822,2,17,7,"tx",1,1,1.5,0.5,45,11,14,NA,NA,NA,NA,NA,"no_miss"
"884",839,2,17,7,"tx",1,1,1.5,0.5,14,5,9,NA,NA,NA,NA,NA,"no_miss"
"885",799,2,17,9,"tx",1,1,1.5,0.5,55,19,45,NA,NA,NA,NA,NA,"no_miss"
"886",816,2,17,9,"tx",1,1,1.5,0.5,43,17,26,NA,NA,NA,NA,NA,"no_miss"
"887",831,2,17,9,"tx",1,1,1.5,0.5,31,10,9,NA,NA,NA,NA,NA,"no_miss"
"888",836,2,17,9,"tx",1,1,1.5,0.5,52,0,3,NA,NA,NA,NA,NA,"no_miss"
"889",842,2,17,9,"tx",1,1,1.5,0.5,104,37,68,NA,NA,NA,NA,NA,"no_miss"
"890",809,2,17,51,"tx",1,1,1.5,0.5,5,2,5,NA,NA,NA,NA,NA,"no_miss"
"891",841,2,17,51,"tx",1,1,1.5,0.5,66,22,21,NA,NA,NA,NA,NA,"no_miss"
"892",1387,2,18,78,"tx",1,1,1.5,0.5,45,13,21,NA,NA,NA,NA,NA,"no_miss"
"893",1394,2,18,78,"tx",1,1,1.5,0.5,44,6,15,NA,NA,NA,NA,NA,"no_miss"
"894",1405,2,18,78,"tx",1,1,1.5,0.5,44,12,23,NA,NA,NA,NA,NA,"no_miss"
"895",5828,2,18,78,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"896",1376,2,18,79,"tx",1,1,1.5,0.5,59,20,29,NA,NA,NA,NA,NA,"no_miss"
"897",1390,2,18,79,"tx",1,1,1.5,0.5,69,23,17,NA,NA,NA,NA,NA,"no_miss"
"898",1404,2,18,79,"tx",1,1,1.5,0.5,72,23,40,NA,NA,NA,NA,NA,"no_miss"
"899",1421,2,18,79,"tx",1,1,1.5,0.5,85,26,30,NA,NA,NA,NA,NA,"no_miss"
"900",1397,2,18,112,"tx",1,1,1.5,0.5,58,13,21,NA,NA,NA,NA,NA,"no_miss"
"901",1402,2,18,112,"tx",1,1,1.5,0.5,50,17,18,NA,NA,NA,NA,NA,"no_miss"
"902",1432,2,18,112,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"903",1598,2,19,80,"tx",1,1,1.5,0.5,54,3,34,NA,NA,NA,NA,NA,"no_miss"
"904",1547,2,19,81,"tx",1,1,1.5,0.5,53,14,19,NA,NA,NA,NA,NA,"no_miss"
"905",1556,2,19,81,"tx",1,1,1.5,0.5,51,1,25,NA,NA,NA,NA,NA,"no_miss"
"906",1553,2,19,82,"tx",1,1,1.5,0.5,51,9,20,NA,NA,NA,NA,NA,"no_miss"
"907",1561,2,19,82,"tx",1,1,1.5,0.5,113,22,28,NA,NA,NA,NA,NA,"no_miss"
"908",1580,2,19,82,"tx",1,1,1.5,0.5,111,38,39,NA,NA,NA,NA,NA,"no_miss"
"909",1595,2,19,82,"tx",1,1,1.5,0.5,31,6,29,NA,NA,NA,NA,NA,"no_miss"
"910",1603,2,19,82,"tx",1,1,1.5,0.5,60,20,27,NA,NA,NA,NA,NA,"no_miss"
"911",1617,2,19,82,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"912",1630,2,19,82,"tx",1,1,1.5,0.5,95,15,35,NA,NA,NA,NA,NA,"no_miss"
"913",1631,2,19,82,"tx",1,1,1.5,0.5,53,17,48,NA,NA,NA,NA,NA,"no_miss"
"914",1548,2,19,121,"tx",1,1,1.5,0.5,53,9,11,NA,NA,NA,NA,NA,"no_miss"
"915",1560,2,19,121,"tx",1,1,1.5,0.5,42,13,12,NA,NA,NA,NA,NA,"no_miss"
"916",1571,2,19,121,"tx",1,1,1.5,0.5,81,14,32,NA,NA,NA,NA,NA,"no_miss"
"917",1586,2,19,121,"tx",1,1,1.5,0.5,49,11,11,NA,NA,NA,NA,NA,"no_miss"
"918",1597,2,19,121,"tx",1,1,1.5,0.5,38,10,17,NA,NA,NA,NA,NA,"no_miss"
"919",1199,2,20,83,"tx",1,1,1.5,0.5,33,9,6,NA,NA,NA,NA,NA,"no_miss"
"920",1204,2,20,83,"tx",1,1,1.5,0.5,64,20,28,NA,NA,NA,NA,NA,"no_miss"
"921",1241,2,20,83,"tx",1,1,1.5,0.5,46,11,20,NA,NA,NA,NA,NA,"no_miss"
"922",1242,2,20,83,"tx",1,1,1.5,0.5,82,24,43,NA,NA,NA,NA,NA,"no_miss"
"923",1261,2,20,83,"tx",1,1,1.5,0.5,41,9,16,NA,NA,NA,NA,NA,"no_miss"
"924",1268,2,20,83,"tx",1,1,1.5,0.5,36,6,12,NA,NA,NA,NA,NA,"no_miss"
"925",1276,2,20,83,"tx",1,1,1.5,0.5,44,17,9,NA,NA,NA,NA,NA,"no_miss"
"926",6132,2,20,83,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"927",1193,2,20,84,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"928",1197,2,20,84,"tx",1,1,1.5,0.5,88,29,20,NA,NA,NA,NA,NA,"no_miss"
"929",1208,2,20,84,"tx",1,1,1.5,0.5,57,11,11,NA,NA,NA,NA,NA,"no_miss"
"930",1216,2,20,84,"tx",1,1,1.5,0.5,71,19,29,NA,NA,NA,NA,NA,"no_miss"
"931",1234,2,20,84,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"932",1243,2,20,84,"tx",1,1,1.5,0.5,59,20,19,NA,NA,NA,NA,NA,"no_miss"
"933",1244,2,20,84,"tx",1,1,1.5,0.5,55,16,31,NA,NA,NA,NA,NA,"no_miss"
"934",1253,2,20,84,"tx",1,1,1.5,0.5,102,29,31,NA,NA,NA,NA,NA,"no_miss"
"935",1259,2,20,84,"tx",1,1,1.5,0.5,71,19,34,NA,NA,NA,NA,NA,"no_miss"
"936",1275,2,20,84,"tx",1,1,1.5,0.5,66,21,88,NA,NA,NA,NA,NA,"no_miss"
"937",1278,2,20,84,"tx",1,1,1.5,0.5,115,33,51,NA,NA,NA,NA,NA,"no_miss"
"938",1200,2,20,85,"tx",1,1,1.5,0.5,79,22,31,NA,NA,NA,NA,NA,"no_miss"
"939",1209,2,20,85,"tx",1,1,1.5,0.5,66,7,21,NA,NA,NA,NA,NA,"no_miss"
"940",1219,2,20,85,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"941",1225,2,20,85,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"942",1251,2,20,85,"tx",1,1,1.5,0.5,60,19,31,NA,NA,NA,NA,NA,"no_miss"
"943",1264,2,20,85,"tx",1,1,1.5,0.5,80,24,42,NA,NA,NA,NA,NA,"no_miss"
"944",1281,2,20,85,"tx",1,1,1.5,0.5,47,11,16,NA,NA,NA,NA,NA,"no_miss"
"945",1213,2,20,86,"tx",1,1,1.5,0.5,95,27,42,NA,NA,NA,NA,NA,"no_miss"
"946",1226,2,20,86,"tx",1,1,1.5,0.5,73,20,33,NA,NA,NA,NA,NA,"no_miss"
"947",1230,2,20,86,"tx",1,1,1.5,0.5,121,36,43,NA,NA,NA,NA,NA,"no_miss"
"948",1254,2,20,86,"tx",1,1,1.5,0.5,65,21,38,NA,NA,NA,NA,NA,"no_miss"
"949",1482,2,20,86,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"950",1285,2,21,87,"tx",1,1,1.5,0.5,70,24,24,NA,NA,NA,NA,NA,"no_miss"
"951",1300,2,21,87,"tx",1,1,1.5,0.5,58,20,62,NA,NA,NA,NA,NA,"no_miss"
"952",1317,2,21,87,"tx",1,1,1.5,0.5,92,31,53,NA,NA,NA,NA,NA,"no_miss"
"953",1327,2,21,87,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"954",1330,2,21,87,"tx",1,1,1.5,0.5,140,48,62,NA,NA,NA,NA,NA,"no_miss"
"955",1355,2,21,87,"tx",1,1,1.5,0.5,67,22,20,NA,NA,NA,NA,NA,"no_miss"
"956",1370,2,21,87,"tx",1,1,1.5,0.5,75,30,70,NA,NA,NA,NA,NA,"no_miss"
"957",1296,2,21,88,"tx",1,1,1.5,0.5,48,14,20,NA,NA,NA,NA,NA,"no_miss"
"958",1297,2,21,88,"tx",1,1,1.5,0.5,80,10,44,NA,NA,NA,NA,NA,"no_miss"
"959",1315,2,21,88,"tx",1,1,1.5,0.5,117,40,65,NA,NA,NA,NA,NA,"no_miss"
"960",1352,2,21,88,"tx",1,1,1.5,0.5,102,28,46,NA,NA,NA,NA,NA,"no_miss"
"961",1306,2,21,114,"tx",1,1,1.5,0.5,67,24,22,NA,NA,NA,NA,NA,"no_miss"
"962",1309,2,21,114,"tx",1,1,1.5,0.5,92,33,79,NA,NA,NA,NA,NA,"no_miss"
"963",1321,2,21,114,"tx",1,1,1.5,0.5,42,14,13,NA,NA,NA,NA,NA,"no_miss"
"964",1333,2,21,114,"tx",1,1,1.5,0.5,126,43,63,NA,NA,NA,NA,NA,"no_miss"
"965",1334,2,21,158,"tx",1,1,1.5,0.5,72,26,32,NA,NA,NA,NA,NA,"no_miss"
"966",1335,2,21,158,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"967",1349,2,21,158,"tx",1,1,1.5,0.5,129,44,93,NA,NA,NA,NA,NA,"no_miss"
"968",1373,2,21,158,"tx",1,1,1.5,0.5,103,37,57,NA,NA,NA,NA,NA,"no_miss"
"969",1260,2,22,90,"tx",1,1,1.5,0.5,48,1,10,NA,NA,NA,NA,NA,"no_miss"
"970",1492,2,22,90,"tx",1,1,1.5,0.5,89,3,44,NA,NA,NA,NA,NA,"no_miss"
"971",1497,2,22,90,"tx",1,1,1.5,0.5,54,15,70,NA,NA,NA,NA,NA,"no_miss"
"972",1499,2,22,90,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"973",1501,2,22,90,"tx",1,1,1.5,0.5,132,38,46,NA,NA,NA,NA,NA,"no_miss"
"974",1518,2,22,90,"tx",1,1,1.5,0.5,93,27,32,NA,NA,NA,NA,NA,"no_miss"
"975",1521,2,22,90,"tx",1,1,1.5,0.5,98,32,36,NA,NA,NA,NA,NA,"no_miss"
"976",1538,2,22,90,"tx",1,1,1.5,0.5,41,10,44,NA,NA,NA,NA,NA,"no_miss"
"977",1476,2,22,91,"tx",1,1,1.5,0.5,42,12,27,NA,NA,NA,NA,NA,"no_miss"
"978",1526,2,22,91,"tx",1,1,1.5,0.5,46,13,48,NA,NA,NA,NA,NA,"no_miss"
"979",1537,2,22,91,"tx",1,1,1.5,0.5,47,12,22,NA,NA,NA,NA,NA,"no_miss"
"980",1544,2,22,91,"tx",1,1,1.5,0.5,68,24,20,NA,NA,NA,NA,NA,"no_miss"
"981",1430,2,22,92,"tx",1,1,1.5,0.5,58,13,37,NA,NA,NA,NA,NA,"no_miss"
"982",1473,2,22,92,"tx",1,1,1.5,0.5,31,4,29,NA,NA,NA,NA,NA,"no_miss"
"983",1477,2,22,92,"tx",1,1,1.5,0.5,39,13,16,NA,NA,NA,NA,NA,"no_miss"
"984",1494,2,22,92,"tx",1,1,1.5,0.5,76,19,9,NA,NA,NA,NA,NA,"no_miss"
"985",1502,2,22,92,"tx",1,1,1.5,0.5,110,37,65,NA,NA,NA,NA,NA,"no_miss"
"986",1510,2,22,92,"tx",1,1,1.5,0.5,44,13,27,NA,NA,NA,NA,NA,"no_miss"
"987",1530,2,22,92,"tx",1,1,1.5,0.5,82,26,43,NA,NA,NA,NA,NA,"no_miss"
"988",1532,2,22,92,"tx",1,1,1.5,0.5,70,22,45,NA,NA,NA,NA,NA,"no_miss"
"989",1534,2,22,92,"tx",1,1,1.5,0.5,67,23,18,NA,NA,NA,NA,NA,"no_miss"
"990",1545,2,22,92,"tx",1,1,1.5,0.5,39,8,39,NA,NA,NA,NA,NA,"no_miss"
"991",1458,2,22,93,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"992",1467,2,22,93,"tx",1,1,1.5,0.5,88,29,52,NA,NA,NA,NA,NA,"no_miss"
"993",1495,2,22,93,"tx",1,1,1.5,0.5,79,21,33,NA,NA,NA,NA,NA,"no_miss"
"994",1504,2,22,93,"tx",1,1,1.5,0.5,36,10,19,NA,NA,NA,NA,NA,"no_miss"
"995",1515,2,22,93,"tx",1,1,1.5,0.5,80,23,56,NA,NA,NA,NA,NA,"no_miss"
"996",1524,2,22,93,"tx",1,1,1.5,0.5,123,39,34,NA,NA,NA,NA,NA,"no_miss"
"997",1525,2,22,93,"tx",1,1,1.5,0.5,43,6,21,NA,NA,NA,NA,NA,"no_miss"
"998",1539,2,22,93,"tx",1,1,1.5,0.5,56,19,48,NA,NA,NA,NA,NA,"no_miss"
"999",3181,2,23,99,"tx",1,1,1.5,0.5,61,14,50,NA,NA,NA,NA,NA,"no_miss"
"1000",3224,2,23,99,"tx",1,1,1.5,0.5,63,22,39,NA,NA,NA,NA,NA,"no_miss"
"1001",3251,2,23,99,"tx",1,1,1.5,0.5,60,4,14,NA,NA,NA,NA,NA,"no_miss"
"1002",3345,2,23,99,"tx",1,1,1.5,0.5,75,23,50,NA,NA,NA,NA,NA,"no_miss"
"1003",3134,2,23,100,"tx",1,1,1.5,0.5,55,19,17,NA,NA,NA,NA,NA,"no_miss"
"1004",3155,2,23,100,"tx",1,1,1.5,0.5,59,20,21,NA,NA,NA,NA,NA,"no_miss"
"1005",3215,2,23,100,"tx",1,1,1.5,0.5,62,22,41,NA,NA,NA,NA,NA,"no_miss"
"1006",3216,2,23,100,"tx",1,1,1.5,0.5,56,7,20,NA,NA,NA,NA,NA,"no_miss"
"1007",3227,2,23,100,"tx",1,1,1.5,0.5,52,17,22,NA,NA,NA,NA,NA,"no_miss"
"1008",3287,2,23,100,"tx",1,1,1.5,0.5,75,23,74,NA,NA,NA,NA,NA,"no_miss"
"1009",3298,2,23,100,"tx",1,1,1.5,0.5,58,4,48,NA,NA,NA,NA,NA,"no_miss"
"1010",3304,2,23,100,"tx",1,1,1.5,0.5,81,22,29,NA,NA,NA,NA,NA,"no_miss"
"1011",3308,2,23,100,"tx",1,1,1.5,0.5,92,29,38,NA,NA,NA,NA,NA,"no_miss"
"1012",3343,2,23,100,"tx",1,1,1.5,0.5,65,14,21,NA,NA,NA,NA,NA,"no_miss"
"1013",3108,2,23,101,"tx",1,1,1.5,0.5,82,21,40,NA,NA,NA,NA,NA,"no_miss"
"1014",3172,2,23,101,"tx",1,1,1.5,0.5,54,13,26,NA,NA,NA,NA,NA,"no_miss"
"1015",3207,2,23,101,"tx",1,1,1.5,0.5,93,30,50,NA,NA,NA,NA,NA,"no_miss"
"1016",3240,2,23,101,"tx",1,1,1.5,0.5,57,7,44,NA,NA,NA,NA,NA,"no_miss"
"1017",3241,2,23,101,"tx",1,1,1.5,0.5,31,6,47,NA,NA,NA,NA,NA,"no_miss"
"1018",3269,2,23,101,"tx",1,1,1.5,0.5,68,24,26,NA,NA,NA,NA,NA,"no_miss"
"1019",3351,2,23,101,"tx",1,1,1.5,0.5,107,33,50,NA,NA,NA,NA,NA,"no_miss"
"1020",3354,2,23,101,"tx",1,1,1.5,0.5,22,7,12,NA,NA,NA,NA,NA,"no_miss"
"1021",3118,2,24,103,"tx",1,1,1.5,0.5,52,17,18,NA,NA,NA,NA,NA,"no_miss"
"1022",3122,2,24,103,"tx",1,1,1.5,0.5,84,31,56,NA,NA,NA,NA,NA,"no_miss"
"1023",3147,2,24,103,"tx",1,1,1.5,0.5,54,12,18,NA,NA,NA,NA,NA,"no_miss"
"1024",3148,2,24,103,"tx",1,1,1.5,0.5,52,0,16,NA,NA,NA,NA,NA,"no_miss"
"1025",3249,2,24,103,"tx",1,1,1.5,0.5,99,28,60,NA,NA,NA,NA,NA,"no_miss"
"1026",3250,2,24,103,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"1027",3258,2,24,103,"tx",1,1,1.5,0.5,138,46,59,NA,NA,NA,NA,NA,"no_miss"
"1028",3289,2,24,103,"tx",1,1,1.5,0.5,135,47,63,NA,NA,NA,NA,NA,"no_miss"
"1029",3342,2,24,103,"tx",1,1,1.5,0.5,56,14,19,NA,NA,NA,NA,NA,"no_miss"
"1030",3146,2,24,104,"tx",1,1,1.5,0.5,87,13,67,NA,NA,NA,NA,NA,"no_miss"
"1031",3162,2,24,104,"tx",1,1,1.5,0.5,48,14,23,NA,NA,NA,NA,NA,"no_miss"
"1032",3182,2,24,104,"tx",1,1,1.5,0.5,115,39,65,NA,NA,NA,NA,NA,"no_miss"
"1033",3202,2,24,104,"tx",1,1,1.5,0.5,69,20,15,NA,NA,NA,NA,NA,"no_miss"
"1034",3203,2,24,104,"tx",1,1,1.5,0.5,48,13,30,NA,NA,NA,NA,NA,"no_miss"
"1035",3204,2,24,104,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"1036",3247,2,24,104,"tx",1,1,1.5,0.5,44,14,21,NA,NA,NA,NA,NA,"no_miss"
"1037",3252,2,24,104,"tx",1,1,1.5,0.5,40,0,19,NA,NA,NA,NA,NA,"no_miss"
"1038",3296,2,24,104,"tx",1,1,1.5,0.5,54,6,30,NA,NA,NA,NA,NA,"no_miss"
"1039",3349,2,24,104,"tx",1,1,1.5,0.5,70,19,25,NA,NA,NA,NA,NA,"no_miss"
"1040",2884,2,31,137,"tx",1,1,1.5,0.5,72,24,26,NA,NA,NA,NA,NA,"no_miss"
"1041",2885,2,31,137,"tx",1,1,1.5,0.5,54,18,15,NA,NA,NA,NA,NA,"no_miss"
"1042",2889,2,31,137,"tx",1,1,1.5,0.5,57,19,15,NA,NA,NA,NA,NA,"no_miss"
"1043",2890,2,31,137,"tx",1,1,1.5,0.5,45,15,14,NA,NA,NA,NA,NA,"no_miss"
"1044",2892,2,31,137,"tx",1,1,1.5,0.5,57,19,19,NA,NA,NA,NA,NA,"no_miss"
"1045",2893,2,31,137,"tx",1,1,1.5,0.5,57,17,17,NA,NA,NA,NA,NA,"no_miss"
"1046",2895,2,31,137,"tx",1,1,1.5,0.5,74,26,15,NA,NA,NA,NA,NA,"no_miss"
"1047",2901,2,31,137,"tx",1,1,1.5,0.5,14,3,11,NA,NA,NA,NA,NA,"no_miss"
"1048",2999,2,32,139,"tx",1,1,1.5,0.5,56,11,10,NA,NA,NA,NA,NA,"no_miss"
"1049",3001,2,32,139,"tx",1,1,1.5,0.5,53,19,18,NA,NA,NA,NA,NA,"no_miss"
"1050",3008,2,32,139,"tx",1,1,1.5,0.5,28,7,12,NA,NA,NA,NA,NA,"no_miss"
"1051",3011,2,32,139,"tx",1,1,1.5,0.5,29,9,8,NA,NA,NA,NA,NA,"no_miss"
"1052",3015,2,32,139,"tx",1,1,1.5,0.5,54,19,12,NA,NA,NA,NA,NA,"no_miss"
"1053",3018,2,32,139,"tx",1,1,1.5,0.5,26,9,10,NA,NA,NA,NA,NA,"no_miss"
"1054",3020,2,32,139,"tx",1,1,1.5,0.5,55,19,16,NA,NA,NA,NA,NA,"no_miss"
"1055",2975,2,32,140,"tx",1,1,1.5,0.5,58,18,25,NA,NA,NA,NA,NA,"no_miss"
"1056",2977,2,32,140,"tx",1,1,1.5,0.5,79,26,35,NA,NA,NA,NA,NA,"no_miss"
"1057",2979,2,32,140,"tx",1,1,1.5,0.5,35,2,10,NA,NA,NA,NA,NA,"no_miss"
"1058",2984,2,32,140,"tx",1,1,1.5,0.5,76,26,21,NA,NA,NA,NA,NA,"no_miss"
"1059",2989,2,32,140,"tx",1,1,1.5,0.5,89,25,56,NA,NA,NA,NA,NA,"no_miss"
"1060",2990,2,32,140,"tx",1,1,1.5,0.5,45,10,23,NA,NA,NA,NA,NA,"no_miss"
"1061",2991,2,32,140,"tx",1,1,1.5,0.5,43,13,13,NA,NA,NA,NA,NA,"no_miss"
"1062",2995,2,32,140,"tx",1,1,1.5,0.5,55,18,12,NA,NA,NA,NA,NA,"no_miss"
"1063",2996,2,32,140,"tx",1,1,1.5,0.5,35,7,25,NA,NA,NA,NA,NA,"no_miss"
"1064",3026,2,33,141,"tx",1,1,1.5,0.5,43,13,14,NA,NA,NA,NA,NA,"no_miss"
"1065",3027,2,33,141,"tx",1,1,1.5,0.5,55,17,33,NA,NA,NA,NA,NA,"no_miss"
"1066",3045,2,33,141,"tx",1,1,1.5,0.5,49,17,36,NA,NA,NA,NA,NA,"no_miss"
"1067",3046,2,33,141,"tx",1,1,1.5,0.5,38,12,15,NA,NA,NA,NA,NA,"no_miss"
"1068",3089,2,33,142,"tx",1,1,1.5,0.5,37,13,24,NA,NA,NA,NA,NA,"no_miss"
"1069",3091,2,33,142,"tx",1,1,1.5,0.5,79,10,24,NA,NA,NA,NA,NA,"no_miss"
"1070",3092,2,33,142,"tx",1,1,1.5,0.5,44,13,11,NA,NA,NA,NA,NA,"no_miss"
"1071",3101,2,33,142,"tx",1,1,1.5,0.5,28,8,18,NA,NA,NA,NA,NA,"no_miss"
"1072",3074,2,33,143,"tx",1,1,1.5,0.5,45,15,17,NA,NA,NA,NA,NA,"no_miss"
"1073",3075,2,33,143,"tx",1,1,1.5,0.5,49,17,9,NA,NA,NA,NA,NA,"no_miss"
"1074",3078,2,33,143,"tx",1,1,1.5,0.5,63,22,19,NA,NA,NA,NA,NA,"no_miss"
"1075",3082,2,33,143,"tx",1,1,1.5,0.5,32,9,4,NA,NA,NA,NA,NA,"no_miss"
"1076",4100,2,38,206,"tx",1,1,1.5,0.5,55,13,21,NA,NA,NA,NA,NA,"no_miss"
"1077",4101,2,38,206,"tx",1,1,1.5,0.5,46,9,19,NA,NA,NA,NA,NA,"no_miss"
"1078",4102,2,38,206,"tx",1,1,1.5,0.5,65,19,37,NA,NA,NA,NA,NA,"no_miss"
"1079",4105,2,38,206,"tx",1,1,1.5,0.5,29,10,18,NA,NA,NA,NA,NA,"no_miss"
"1080",4107,2,38,206,"tx",1,1,1.5,0.5,96,27,55,NA,NA,NA,NA,NA,"no_miss"
"1081",4108,2,38,206,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"1082",4111,2,38,207,"tx",1,1,1.5,0.5,54,14,26,NA,NA,NA,NA,NA,"no_miss"
"1083",4125,2,38,207,"tx",1,1,1.5,0.5,50,12,29,NA,NA,NA,NA,NA,"no_miss"
"1084",4126,2,38,207,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"1085",4144,2,38,208,"tx",1,1,1.5,0.5,19,3,17,NA,NA,NA,NA,NA,"no_miss"
"1086",4153,2,38,208,"tx",1,1,1.5,0.5,43,11,12,NA,NA,NA,NA,NA,"no_miss"
"1087",4155,2,38,208,"tx",1,1,1.5,0.5,44,12,16,NA,NA,NA,NA,NA,"no_miss"
"1088",4157,2,38,208,"tx",1,1,1.5,0.5,32,1,27,NA,NA,NA,NA,NA,"no_miss"
"1089",4165,2,38,209,"tx",1,1,1.5,0.5,38,8,13,NA,NA,NA,NA,NA,"no_miss"
"1090",4171,2,38,209,"tx",1,1,1.5,0.5,43,13,19,NA,NA,NA,NA,NA,"no_miss"
"1091",4175,2,38,209,"tx",1,1,1.5,0.5,37,8,25,NA,NA,NA,NA,NA,"no_miss"
"1092",4182,2,38,209,"tx",1,1,1.5,0.5,56,17,16,NA,NA,NA,NA,NA,"no_miss"
"1093",4257,2,40,213,"tx",1,1,1.5,0.5,60,20,13,NA,NA,NA,NA,NA,"no_miss"
"1094",4263,2,40,213,"tx",1,1,1.5,0.5,61,21,13,NA,NA,NA,NA,NA,"no_miss"
"1095",4264,2,40,213,"tx",1,1,1.5,0.5,94,21,61,NA,NA,NA,NA,NA,"no_miss"
"1096",4265,2,40,213,"tx",1,1,1.5,0.5,44,14,44,NA,NA,NA,NA,NA,"no_miss"
"1097",4269,2,40,213,"tx",1,1,1.5,0.5,58,18,31,NA,NA,NA,NA,NA,"no_miss"
"1098",4276,2,40,213,"tx",1,1,1.5,0.5,39,13,8,NA,NA,NA,NA,NA,"no_miss"
"1099",4277,2,40,213,"tx",1,1,1.5,0.5,40,12,39,NA,NA,NA,NA,NA,"no_miss"
"1100",4279,2,40,214,"tx",1,1,1.5,0.5,53,11,26,NA,NA,NA,NA,NA,"no_miss"
"1101",4280,2,40,214,"tx",1,1,1.5,0.5,40,8,17,NA,NA,NA,NA,NA,"no_miss"
"1102",4282,2,40,214,"tx",1,1,1.5,0.5,53,13,29,NA,NA,NA,NA,NA,"no_miss"
"1103",4285,2,40,214,"tx",1,1,1.5,0.5,46,12,31,NA,NA,NA,NA,NA,"no_miss"
"1104",4286,2,40,214,"tx",1,1,1.5,0.5,46,11,21,NA,NA,NA,NA,NA,"no_miss"
"1105",4288,2,40,214,"tx",1,1,1.5,0.5,100,31,39,NA,NA,NA,NA,NA,"no_miss"
"1106",4297,2,40,214,"tx",1,1,1.5,0.5,70,24,22,NA,NA,NA,NA,NA,"no_miss"
"1107",4300,2,40,214,"tx",1,1,1.5,0.5,38,12,29,NA,NA,NA,NA,NA,"no_miss"
"1108",4303,2,40,214,"tx",1,1,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
